죄종(대),죄종(중),죄종(소),발생,검거,검거인원(남),검거인원(여),불상,법인체
기타범죄,기타범죄,수도법,118,111,120,18,0,11
기타범죄,기타범죄,수산업법,3833,3840,791,43,6,5
기타범죄,기타범죄,신앙에관한죄,263,227,367,100,40,1
기타범죄,기타범죄,신용정보의이용및보호에관한법률,43,36,37,16,12,10
기타범죄,기타범죄,실화및업무상실화죄,2019,1635,1465,349,10,0
기타범죄,기타범죄,아동·청소년의성보호에관한법률위반(강요행위등),64,63,177,70,3,0
기타범죄,기타범죄,아동·청소년의성보호에관한법률위반(매매),8,6,5,0,3,0
기타범죄,기타범죄,아동·청소년의성보호에관한법률위반(성매수등),247,239,440,20,35,0
기타범죄,기타범죄,아동·청소년의성보호에관한법률위반(알선영업행위등),87,87,215,53,7,0
기타범죄,기타범죄,아동·청소년의성보호에관한법률위반(기타),349,308,357,48,31,0
기타범죄,기타범죄,아동복지법위반(무아동복지시설의 의무위반 등),0,0,0,0,0,0
기타범죄,기타범죄,아동복지법위반(유기·학대 등),1537,1516,910,888,6,4
기타범죄,기타범죄,아동복지법(기타),1575,1552,981,1007,10,5
기타범죄,기타범죄,아동학대처벌법위반(비밀유지의무위반 등),0,0,0,0,0,0
기타범죄,기타범죄,아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),41,41,8,59,0,1
기타범죄,기타범죄,아동학대처벌법위반(업무수행 방해 등),0,0,0,0,0,0
기타범죄,기타범죄,아동학대처벌법위반(유기·학대 등),17,17,7,11,0,0
기타범죄,기타범죄,아동학대처벌법위반(처분 불이행 등),20,20,15,3,0,0
기타범죄,기타범죄,아동학대처벌법위반(피해자 등에 대한 강요행위),0,0,0,0,0,0
기타범죄,기타범죄,아동학대처벌법위반(기타),53,53,20,41,1,0
기타범죄,기타범죄,액화석유가스의안전및사업관리법,95,91,106,17,0,25
기타범죄,기타범죄,양곡관리법,5,5,9,1,0,1
기타범죄,기타범죄,여객자동차운수사업법,1116,1083,1372,127,12,120
기타범죄,기타범죄,여권법,43,34,43,24,3,0
기타범죄,기타범죄,영해및접속수역법,21,21,50,1,0,0
기타범죄,기타범죄,영화및비디오물의진흥에관한법률,21,21,21,5,1,3
기타범죄,기타범죄,옥외광고물법위반,1005,896,748,87,93,164
기타범죄,기타범죄,위증죄,2016,1717,1956,685,16,0
기타범죄,기타범죄,위치정보의보호및이용등에관한법률,84,79,111,64,4,0
기타범죄,기타범죄,유기와학대의죄,168,90,53,79,0,0
기타범죄,기타범죄,유선및도선사업법,251,249,76,5,0,7
기타범죄,기타범죄,음반·비디오물및게임물에관한법률,2,2,0,2,0,0
기타범죄,기타범죄,음악산업진흥에관한법률,6659,6625,2466,8650,141,2
기타범죄,기타범죄,인질강요·살해·상해,2,2,2,0,0,0
기타범죄,기타범죄,일수와수리에관한죄,4,4,3,3,0,0
기타범죄,기타범죄,자동차관리법,25754,24685,26371,2706,477,572
기타범죄,기타범죄,자동차손해배상보장법,27734,26435,25702,3245,110,9
기타범죄,기타범죄,자연공원법,112,110,119,25,1,6
기타범죄,기타범죄,장물에관한죄,2043,2075,3257,546,64,1
기타범죄,기타범죄,장사등에관한법률,74,68,87,15,2,3
기타범죄,기타범죄,재난및안전관리기본법,6,5,6,3,0,0
기타범죄,기타범죄,전기통신기본법,295,277,472,56,25,18
기타범죄,기타범죄,전파법,118,81,48,7,1,4
기타범죄,기타범죄,정보통신망이용촉진및정보보호등에관한법률위반(개인정보누설등),94,81,201,53,23,5
기타범죄,기타범죄,정보통신망이용촉진및정보보호등에관한법률위반(명예훼손),5244,3901,3303,2436,1501,7
기타범죄,기타범죄,정보통신망이용촉진및정보보호등에관한법률위반(정보통신망침해등),1864,817,701,102,1060,8
기타범죄,기타범죄,정보통신망이용촉진및정보보호등에관한법률위반(기타),4116,2735,1796,840,989,23
기타범죄,기타범죄,주거침입의죄,11641,8807,8648,2149,161,2
기타범죄,기타범죄,주민등록법,2327,1635,1312,1142,600,3
기타범죄,기타범죄,주차장법,249,242,230,142,1,12
기타범죄,기타범죄,집회및시위에관한법률,523,512,766,195,50,0
기타범죄,기타범죄,채무자회생및파산에관한법률위반,90,78,82,55,0,0
기타범죄,기타범죄,철도안전법,43,43,47,4,0,0
기타범죄,기타범죄,청소년보호법,8782,8698,5512,5649,76,16
기타범죄,기타범죄,총포·도검·화약류등의안전관리에관한법률,1450,1396,1604,95,17,44
기타범죄,기타범죄,축산물위생관리법,934,933,1221,272,1,114
기타범죄,기타범죄,출입국관리법,2600,2528,2027,884,24,278
기타범죄,기타범죄,통신비밀보호법,137,124,129,66,16,0
기타범죄,기타범죄,특가법(무고),0,0,0,0,0,0
기타범죄,기타범죄,특가법(장물),2,3,6,0,0,0
기타범죄,기타범죄,특경법(보고의무),0,0,0,0,0,0
기타범죄,기타범죄,폭력행위등처벌에관한법률위반(기타),1,0,0,0,0,0
기타범죄,기타범죄,하수도법,242,242,80,13,2,22
기타범죄,기타범죄,하천법,211,207,208,49,3,22
기타범죄,기타범죄,학원의설립·운영및과외교섭에관한법률,532,530,207,381,0,0
기타범죄,기타범죄,항만운송사업법,67,66,117,0,0,30
기타범죄,기타범죄,허위감정 증거인멸·은닉 증인은닉죄,90,71,132,31,7,0
기타범죄,기타범죄,형사소송법,1,1,3,5,0,0
기타범죄,기타범죄,형의실효등에관한법률,3,3,2,2,1,0
기타범죄,기타범죄,화물자동차운수사업법,1544,1536,1851,109,10,78
기타범죄,기타범죄,기타,21084,19163,19722,5379,2762,1657
